Book Title,Cleaned?,Author Last Name,Author First/Middle,Book Series,Vol. #,Cover Type,Category,Condition,Date Purchased,Source,Seller,Order #,Thriftbooks Price,Purchase Price,Our Price,Profit Est.,Author Fullname,Pulled to Read
Mrs. Demming and the Mythical Beast,FALSE,Sullivan,Faith,,,Paper,PFH/Vintage,Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Faith Sullivan,FALSE
The Disappearance,TRUE,Little,Bentley,,,Paper,PFH/Vintage,Good,11/15/2025,Library,Monroe Library,ML-25-11-15-LS,,$0.75,,,Bentley Little,FALSE
Survivor Song,FALSE,Tremblay,Paul,,,Hard,Mainstream,Very Good,11/15/2025,Library,Monroe Library,ML-25-11-15-LS,,$0.75,,,Paul Tremblay,FALSE
Ghost Dog Secrets,TRUE,Kehret,Peg,,,Paper,YA/Nostalgia,Very Good,11/15/2025,Bookstore,Goodwill,GW-25-11-15-BS,,$1.20,,,Peg Kehret,FALSE
The Zombie Survival Guide,FALSE,Brooks,Max,,,Paper,Mainstream,Very Good,11/15/2025,Bookstore,Goodwill,GW-25-11-15-BS,,$1.20,,,Max Brooks,FALSE
Intensity,FALSE,Koontz,Dean R.,,,Hard,Mainstream,Good,11/15/2025,Bookstore,Goodwill,GW-25-11-15-BS,,$1.20,,,Dean R. Koontz,FALSE
Deadlock,FALSE,Cross,William,,,Paper,PFH/Vintage,Acceptable,11/15/2025,Bookstore,Second Look Books,SLB-25-11-15-BS,,$1.45,,,William Cross,FALSE
Summer Knight,FALSE,Butcher,Jim,The Dresden Files,,Paper,Mainstream,Very Good,11/15/2025,Bookstore,Second Look Books,SLB-25-11-15-BS,,$1.45,,,Jim Butcher,FALSE
Quenched,FALSE,Mitchell,Mary Ann,,,Paper,PFH/Vintage,Very Good,11/15/2025,Bookstore,The Book Lady,TBL-25-11-15-BS,,$3.74,,,Mary Ann Mitchell,FALSE
Sacrament,TRUE,Barker,Clive,,,Paper,PFH/Vintage,Good,11/15/2025,Bookstore,The Book Lady,TBL-25-11-15-BS,,$3.74,,,Clive Barker,FALSE
Fantastic Land,FALSE,Bockoven,Mike,,,Paper,Mainstream,Good,11/15/2025,Bookstore,The Book Lady,TBL-25-11-15-BS,,$3.74,,,Mike Bockoven,TRUE
The Wind through the Keyhole,FALSE,King,Stephen,,,Hard,Mainstream,Good,11/15/2025,FB Marketplace,Cheryl Barrett Graham,FB-25-11-15-CASH,,$1.25,,,Stephen King,FALSE
Insomnia,FALSE,King,Stephen,,,Hard,Mainstream,Acceptable,11/15/2025,FB Marketplace,Cheryl Barrett Graham,FB-25-11-15-CASH,,$1.25,,,Stephen King,FALSE
Desperation,TRUE,King,Stephen,,,Paper,Mainstream,Acceptable,11/15/2025,FB Marketplace,Cheryl Barrett Graham,FB-25-11-15-CASH,,$1.25,,,Stephen King,FALSE
It,FALSE,King,Stephen,,,Paper,Mainstream,Acceptable,11/15/2025,FB Marketplace,Cheryl Barrett Graham,FB-25-11-15-CASH,,$1.25,,,Stephen King,FALSE
Among the Missing,TRUE,Laymon,Richard,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,15-13831-89973,$4.49,$2.54,,,Richard Laymon,FALSE
Dark Mountain,TRUE,Laymon,Richard,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,15-13831-89973,$7.79,$2.54,,,Richard Laymon,FALSE
Resurrection Dreams,TRUE,Laymon,Richard,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,15-13831-89973,$8.09,$2.54,,,Richard Laymon,FALSE
Lost Souls,TRUE,Brite,Poppy Z.,,,Paper,PFH/Vintage,Very Good,11/15/2025,eBay,the_vintage_viking,15-13831-89973,$7.69,$2.54,,,Poppy Z. Brite,FALSE
Drawing Blood,TRUE,Brite,Poppy Z.,,,Paper,PFH/Vintage,Acceptable,11/15/2025,eBay,the_vintage_viking,15-13831-89973,$10.09,$2.54,,,Poppy Z. Brite,FALSE
Infernal Angel,FALSE,Lee,Edward,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,15-13831-89973,$7.39,$2.54,,,Edward Lee,FALSE
The Fog,FALSE,Harbert,James,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,02-13850-66505,$9.09,$2.53,,,James Harbert,FALSE
Worst Enemies,TRUE,Scaparro,Jack,,,Paper,PFH/Vintage,Acceptable,11/15/2025,eBay,the_vintage_viking,02-13850-66505,$8.09,$2.53,,,Jack Scaparro,FALSE
Charmed Life,TRUE,Taylor,Bernard,,,Paper,PFH/Vintage,Acceptable,11/15/2025,eBay,the_vintage_viking,02-13850-66505,$15.99,$2.53,,,Bernard Taylor,FALSE
Book of the Dead,FALSE,Tigges,John,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,02-13850-66505,$19.39,$2.53,,,John Tigges,FALSE
Drawing Blood,TRUE,Brite,Poppy Z.,,,Paper,PFH/Vintage,Good,11/15/2025,eBay,the_vintage_viking,02-13850-66505,$10.09,$2.53,,,Poppy Z. Brite,FALSE
Hobgoblin,TRUE,Coyne,John,,,Paper,PFH/Vintage,Acceptable,11/15/2025,eBay,the_vintage_viking,02-13850-66505,$8.09,$2.53,,,John Coyne,FALSE
No Exit,TRUE,Adams,Taylor,,,Paper,Mainstream,Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Taylor Adams,FALSE
The Manhattan Hunt Club,TRUE,Saul,John,,,Paper,Mainstream,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,John Saul,FALSE
Midnight Voices,FALSE,Saul,John,,,Paper,Mainstream,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,John Saul,FALSE
Black Creek Crossing,TRUE,Saul,John,,,Paper,Mainstream,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,John Saul,FALSE
Most Likely to Die,TRUE,Jackson,Lisa,,,Paper,Mainstream,Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Lisa Jackson,FALSE
Where Oblivion Lives,TRUE,Frohock,T.,,,Paper,Mainstream,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,T. Frohock,FALSE
Wait Till Helen Comes,TRUE,Hahn,Mary Downing,,,Paper,YA/Nostalgia,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Mary Downing Hahn,FALSE
Manitou Blood,TRUE,Masterton,Graham,Manitou,,Paper,PFH/Vintage,Like New,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Graham Masterton,FALSE
The Servants of Twilight,FALSE,Koontz,Dean R.,,,Hard,Mainstream,Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Dean R. Koontz,FALSE
Dance of Death,FALSE,Preston + Child,Douglas + Lincoln,,,Hard,Mainstream,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Douglas + Lincoln Preston + Child,FALSE
The Wheel of Darkness,FALSE,Preston + Child,Douglas + Lincoln,,,Hard,Mainstream,Very Good,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,Douglas + Lincoln Preston + Child,FALSE
Obliteration,FALSE,Murray,James S.,Awakened,,Hard,Mainstream,Like New,11/16/2025,Bookstore,Goodwill,GW-25-11-16-BS,,$1.12,,,James S. Murray,FALSE
A Head Full of Ghosts,TRUE,Tremblay,Paul,,,Paper,Mainstream,Very Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$8.59,$4.05,,,Paul Tremblay,FALSE
The Deep,FALSE,Katsu,Alma,,,Paper,Mainstream,Very Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$7.29,$4.05,,,Alma Katsu,FALSE
All The Lovely Bad Ones,FALSE,Hahn,Mary Downing,,,Paper,YA/Nostalgia,Very Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$5.19,$4.05,,,Mary Downing Hahn,FALSE
Heart-Shaped Box,TRUE,Hill,Joe,,,Paper,Mainstream,Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$6.79,$4.05,,,Joe Hill,FALSE
The House,TRUE,Little,Bentley,,,Paper,Mainstream,Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$7.69,$4.05,,,Bentley Little,FALSE
A House at the Bottom of the Lake,FALSE,Malerman,Josh,,,Paper,Mainstream,Very Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$8.29,$4.05,,,Josh Malerman,FALSE
The Haunting of Hill House,TRUE,Jackson,Shirley,,,Paper,Mainstream,Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$9.99,$4.05,,,Shirley Jackson,FALSE
Daphne,FALSE,Malerman,Josh,,,Paper,Mainstream,Very Good,11/17/2025,eBay,baystatebooks,09-13846-38849,$7.79,$4.05,,,Josh Malerman,TRUE
Bunnicula: A Rabbit-Tale of Mystery,TRUE,Howe,Deborah,,,Paper,YA/Nostalgia,Good,11/17/2025,eBay,second.sale,25-13824-35991,$5.39,$3.82,,,Deborah Howe,FALSE
Bunnicula: A Rabbit-Tale of Mystery,FALSE,Howe,Deborah,,,Paper,YA/Nostalgia,Very Good,11/17/2025,eBay,second.sale,25-13824-35991,$5.39,$3.82,,,Deborah Howe,FALSE
Horns,TRUE,Hill,Joe,,,Paper,Mainstream,Very Good,11/17/2025,eBay,second.sale,25-13824-35991,$8.29,$3.82,,,Joe Hill,FALSE
Bunnicula: The Graphic Novel,TRUE,Howe,James,,,Paper,YA/Nostalgia,Good,11/17/2025,eBay,second.sale,25-13824-35991,$5.99,$3.82,,,James Howe,FALSE
Tender is the Flesh,TRUE,Bazterrica,Agustina,,,Paper,Mainstream,Very Good,11/17/2025,eBay,brandov-6,04-13856-15198,$14.93,$2.34,,,Agustina Bazterrica,FALSE
Grendel,TRUE,Gardner,John,,,Paper,Mainstream,Good,11/17/2025,eBay,brandov-6,04-13856-15198,$5.39,$2.34,,,John Gardner,FALSE
Ararat,TRUE,Golden,Christopher,,,Paper,Mainstream,Acceptable,11/17/2025,eBay,brandov-6,04-13856-15198,$8.19,$2.34,,,Christopher Golden,FALSE
Suffer the Children,FALSE,Dilouie,Craig,,,Paper,Mainstream,Good,11/17/2025,eBay,brandov-6,04-13856-15198,$15.98,$2.34,,,Craig Dilouie,FALSE
Off Season,FALSE,Ketchum,Jack,,,Paper,PFH/Vintage,Like New,11/17/2025,eBay,brandov-6,04-13856-15198,$11.29,$2.34,,,Jack Ketchum,FALSE
Devolution,FALSE,Brooks,Max,,,Paper,Mainstream,Very Good,11/17/2025,eBay,brandov-6,04-13856-15198,$7.79,$2.34,,,Max Brooks,FALSE
Near the Bone,FALSE,Henry,Christina,,,Paper,Mainstream,Good,11/17/2025,eBay,brandov-6,04-13856-15198,$10.29,$2.34,,,Christina Henry,FALSE
The Institute,FALSE,King,Stephen,,,Paper,Mainstream,Good,11/17/2025,eBay,brandov-6,04-13856-15198,$7.69,$2.34,,,Stephen King,FALSE
Asylum,TRUE,Roux,Madeleine,,,Paper,Mainstream,Acceptable,11/17/2025,eBay,brandov-6,04-13856-15198,$4.99,$2.34,,,Madeleine Roux,FALSE
Trick or Treat Murder,FALSE,Meier,Leslie,,,Paper,YA/Nostalgia,Very Good,11/20/2025,Library,Del Webb Library,DW-25-11-20-LS,,$0.25,,,Leslie Meier,FALSE
The Rocky Horror Picture Show Book,FALSE,Henkin,Bill,,,Paper,Mainstream,Good,11/20/2025,Library,Del Webb Library,DW-25-11-20-LS,,$0.25,,,Bill Henkin,FALSE
The Sacrifice of Sunshine Girl,TRUE,McKenzie,Paige,,,Paper,YA/Nostalgia,Good,11/20/2025,Bookstore,Goodwill,GW-25-11-20-BS,,$1.07,,,Paige McKenzie,FALSE
Story Time,FALSE,Bloor,Edward,,,Hard,YA/Nostalgia,Very Good,11/20/2025,Bookstore,Goodwill,GW-25-11-20-BS,,$1.07,,,Edward Bloor,FALSE
The Society of Blood,TRUE,Morris,Mark,Obsidian Heart,2,Paper,Mainstream,Good,11/20/2025,Bookstore,Goodwill,GW-25-11-20-BS,,$1.07,,,Mark Morris,FALSE
The Sanatorium,FALSE,Pearse,Sarah,,,Paper,Mainstream,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Sarah Pearse,FALSE
The Complete Book of Ghosts,FALSE,Roland,Paul,,,Paper,Mainstream,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Paul Roland,FALSE
Stranger,TRUE,Clark,Simon,,,Paper,Mainstream,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Simon Clark,FALSE
Black Wind,TRUE,Wilson,F. Paul,,,Paper,Mainstream,Acceptable,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,F. Paul Wilson,FALSE
Return of the Mummy,FALSE,Stine,R.L.,Goosebumps Classics,23,Paper,YA/Nostalgia,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,R.L. Stine,FALSE
Night Shift,TRUE,King,Stephen,,,Paper,Mainstream,Acceptable,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Stephen King,FALSE
The Butcher Boy,TRUE,McCabe,Patrick,,,Paper,Mainstream,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Patrick McCabe,FALSE
Unwind,TRUE,Shusterman,Neal,,,Paper,YA/Nostalgia,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Neal Shusterman,FALSE
The Walking Dead: The Road to Woodbury,TRUE,Kirkman,Robert,,,Paper,Mainstream,Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Robert Kirkman,FALSE
The Walking Dead: The Fall of the Governor Pt. 1,TRUE,Kirkman,Robert,,,Paper,Mainstream,Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Robert Kirkman,FALSE
Alarums,TRUE,Laymon,Richard,,,Paper,PFH/Vintage,Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Richard Laymon,FALSE
The Prodigal Son,FALSE,Koontz,Dean R.,Frankenstein,1,Paper,Mainstream,Acceptable,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Dean R. Koontz,FALSE
The Woman in the Window,TRUE,Finn,A.J.,,,Paper,Mainstream,Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,A.J. Finn,FALSE
Forever Odd,FALSE,Koontz,Dean R.,Odd Thomas,,Paper,Mainstream,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Dean R. Koontz,FALSE
The Cellar,TRUE,Preston,Natasha,,,Paper,YA/Nostalgia,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Natasha Preston,FALSE
Took,TRUE,Hahn,Mary Downing,,,Paper,YA/Nostalgia,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,Mary Downing Hahn,FALSE
Bury Me,TRUE,Alexander,K.R.,,,Paper,YA/Nostalgia,Very Good,11/22/2025,Bookstore,Goodwill,GW-25-11-22-BS,,$0.97,,,K.R. Alexander,FALSE
The Regulators,FALSE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
Night Shift,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
The Wastelands,TRUE,King,Stephen,The Dark Tower,3,Paper,Mainstream,Acceptable,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
Desperation,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
Salem's Lot,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
Black House,FALSE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
The Gunslinger,FALSE,King,Stephen,The Dark Tower,1,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
The Drawing of the Three,TRUE,King,Stephen,The Dark Tower,2,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
Insomnia,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
Rose Madder,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
How to Sell a Haunted House,TRUE,Hendrix,Grady,,,Paper,Mainstream,Very Good,,,,,,,,,Grady Hendrix,FALSE
Carrie,TRUE,King,Stephen,,,Paper,Mainstream,Acceptable,11/21/2025,eBay,robert1a116,11-13862-14868,,$2.84,,,Stephen King,FALSE
The Drawing of the Three,TRUE,King,Stephen,The Dark Tower,2,Paper,Mainstream,Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Wizard and Glass,TRUE,King,Stephen,The Dark Tower,4,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Song of Susannah,TRUE,King,Stephen,The Dark Tower,6,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Desperation,FALSE,King,Stephen,,,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Duma Key,FALSE,King,Stephen,,,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
The Talisman,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Bag of Bones,FALSE,King,Stephen,,,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Dreamcatcher,TRUE,King,Stephen,,,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
The Shining,TRUE,King,Stephen,,,Paper,Mainstream,Acceptable,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Salem's Lot,TRUE,King,Stephen,,,Paper,Mainstream,Very Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
Everything's Eventual,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/25/2025,eBay,michael8838,06-13871-69461,,$2.13,,,Stephen King,FALSE
The Southern Book Club's Guide to Slaying Vampires,FALSE,Hendrix,Grady,,,Hard,Mainstream,Very Good,11/18/2025,eBay,freaksnghouls,26-13831-37373,,$5.57,,,Grady Hendrix,FALSE
How to Sell a Haunted House,TRUE,Hendrix,Grady,,,Paper,Mainstream,Very Good,11/18/2025,eBay,freaksnghouls,26-13831-37373,,$5.57,,,Grady Hendrix,FALSE
The Final Girl Support Group,TRUE,Hendrix,Grady,,,Paper,Mainstream,Like New,11/18/2025,eBay,freaksnghouls,26-13831-37373,,$5.57,,,Grady Hendrix,FALSE
What the Hell Did I Just Read,TRUE,Wong,David,,,Paper,Mainstream,Very Good,11/18/2025,eBay,freaksnghouls,26-13831-37373,,$5.57,,,David Wong,FALSE
Tender is the Flesh,FALSE,Bazterrica,Agustina,,,Paper,Mainstream,Very Good,11/18/2025,eBay,freaksnghouls,26-13831-37373,,$5.57,,,Agustina Bazterrica,FALSE
The Penguin Book of Vampire Stories,FALSE,Ryan,Alan,,,Paper,Mainstream,Good,11/18/2025,eBay,freaksnghouls,26-13831-37373,,$5.57,,,Alan Ryan,FALSE
It Came From Beneath the Sink,FALSE,Stine,R.L.,Goosebumps,30,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Let's Get Invisible,FALSE,Stine,R.L.,Goosebumps,6,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Piano Lessons Can Be Murder,FALSE,Stine,R.L.,Goosebumps,13,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Monster Blood III,FALSE,Stine,R.L.,Goosebumps,29,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
It Came From Beneath the Sink,FALSE,Stine,R.L.,Goosebumps,30,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
How I Learned to Fly,FALSE,Stine,R.L.,Goosebumps,52,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
The Dummy Meets the Mummy!,FALSE,Stine,R.L.,Goosebumps Slappy World,,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Attack of the Graveyard Ghouls,FALSE,Stine,R.L.,Goosebumps Classics,31,Paper,YA/Nostalgia,Very Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
A Shocker on Shock Street,FALSE,Stine,R.L.,Goosebumps Classics,23,Paper,YA/Nostalgia,Very Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
The Haunted Mask II,FALSE,Stine,R.L.,Goosebumps,36,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
The Haunted Mask II,FALSE,Stine,R.L.,Goosebumps,36,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
The Haunter,FALSE,Stine,R.L.,Goosebumps Most Wanted,4,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Frankenstein's Dog,FALSE,Stine,R.L.,Goosebumps Most Wanted,4,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Creature Teacher: The Final Exam,FALSE,Stine,R.L.,Goosebumps Most Wanted,6,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
The Abominable Snowman of Pasedena,FALSE,Stine,R.L.,Goosebumps Classics,38,Paper,YA/Nostalgia,Very Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Why I'm Afraid of Bees,FALSE,Stine,R.L.,Goosebumps,17,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Stay Out of the Basement,FALSE,Stine,R.L.,Goosebumps,2,Paper,YA/Nostalgia,Acceptable,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Be Careful What You Wish For,FALSE,Stine,R.L.,Goosebumps Presents TV,8,Paper,YA/Nostalgia,Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
Return of the Mummy,TRUE,Stine,R.L.,Goosebumps Presents TV,4,Paper,YA/Nostalgia,Very Good,11/17/2025,eBay,marconla,23-13829-81987,,$1.18,,,R.L. Stine,FALSE
The Darkest Part of the Woods,TRUE,Campbell,Ramsey,,,Paper,PFH/Vintage,Good,11/24/2025,eBay,kth832,06-13883-81582,$10.99,$4.00,,,Ramsey Campbell,FALSE
The Damnation Game,FALSE,Barker,Clive,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$8.29,$4.00,,,Clive Barker,FALSE
Lost Souls,TRUE,Brite,Poppy Z.,,,Paper,PFH/Vintage,Good,11/24/2025,eBay,kth832,06-13883-81582,$6.79,$4.00,,,Poppy Z. Brite,FALSE
Lilith's Dream,TRUE,Strieber,Whitley,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$4.99,$4.00,,,Whitley Strieber,FALSE
The Totem,TRUE,Morrell,David,,,Paper,PFH/Vintage,Good,11/24/2025,eBay,kth832,06-13883-81582,$5.69,$4.00,,,David Morrell,FALSE
Ghost Story,FALSE,Straub,Peter,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$9.29,$4.00,,,Peter Straub,FALSE
Ghost Walk,TRUE,Keene,Brian,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$9.09,$4.00,,,Brian Keene,FALSE
Necronomicon,TRUE,Simon,N/A,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$6.69,$4.00,,,N/A Simon,FALSE
Face,TRUE,Lebbon,Tim,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$9.29,$4.00,,,Tim Lebbon,FALSE
Possessions,TRUE,Moore,James A.,,,Paper,PFH/Vintage,Very Good,11/24/2025,eBay,kth832,06-13883-81582,$9.09,$4.00,,,James A. Moore,FALSE
The Piano,FALSE,Hyde,Edgar J.,Creepers,1,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
Stage Fright,FALSE,Hyde,Edgar J.,Creepers,2,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
Pen Pals,FALSE,Hyde,Edgar J.,Creepers,3,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
The Golden Goblet,FALSE,Hyde,Edgar J.,Creepers,4,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
Doctor Death,FALSE,Hyde,Edgar J.,Creepers,9,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
Mirror Mirror,FALSE,Hyde,Edgar J.,Creepers,10,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
The Gravedigger,FALSE,Hyde,Edgar J.,Creepers,6,Paper,YA/Nostalgia,Like New,11/23/2025,eBay,2nd_chance_media,06-13879-85641,,$1.83,,,Edgar J. Hyde,FALSE
Daphne,FALSE,Malerman,Josh,,,Hard,Mainstream,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Josh Malerman,FALSE
The Infernals,TRUE,Connolly,John,Samuel Johnson,2,Hard,YA/Nostalgia,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Store,FALSE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Bentley Little,TRUE
